CompanyCode,DocumentNumber,Transaction_ID,PostingDate,DocumentType,GLAccount,VendorID,CostCenter,Department,Amount,Currency,Description,Status,ConversionRate_USD,Amount_USD,Outlier_Detected
IN03,5100021308,TXN121308,04-03-2019,AB,200200,VND_GEN_4,CC_PRC_533,Finance,881473.91,INR,Accrual posting - month end ref 7851,Posted,0.0125,11018.42388,TRUE
SG04,5100053473,TXN153473B,04-05-2020,SA,610200,VND_GEN_3,CC_FIN_500,IT,14880.2,SGD,Vertex Systems inv#91607 - consulting,Posted,0.74,11011.348,TRUE
SG04,5100053151,TR153151A,20-08-2019,RV,600100,VND_PROC_A,CC_FIN_711,Procurement,14847.71,SGD,Sigma Labs inv#82340 - software license,Posted,0.74,10987.3054,TRUE
PH01,5100057362,PM157362B,15-10-2020,AB,620300,VND_GEN_4,CC_IT_276,Operations,8780.57,GBP,Nova IT Services inv#42664 - office supplies,Posted,1.25,10975.7125,TRUE
IN03,5100003643,TXN103643A,20-01-2023,SA,200200,VND_GEN_3,CC_OPS_479,Finance,876690.86,INR,Accrual posting - month end ref 4355,Posted,0.0125,10958.635750000001,TRUE
SG04,5100064804,PM164804X,28-11-2022,KA,420500,VND_GEN_5,CC_PRC_876,Operations,14804.42,SGD,Invoice 1005 - Metro Health services,Posted,0.74,10955.2708,TRUE
IN03,5100044412,PJ144412A,24-04-2023,AB,150100,VND_GEN_2,CC_PRC_266,Operations,874829.51,INR,NO_DESCRIPTION,Posted,0.0125,10935.36888,TRUE
PH01,5100015007,TXN115007A,30-06-2023,KR,620300,VND_GEN_4,CC_IT_866,Finance,8734.2,GBP,NO_DESCRIPTION,Posted,1.25,10917.75,TRUE
IN03,5100044586,PM144586X,07-09-2021,AB,200100,VND_GEN_3,CC_SAL_210,Finance,871503.6,INR,Accrual posting - month end ref 6806,Posted,0.0125,10893.795,TRUE
IN03,5100061983,JV161983,15-07-2022,AB,200100,VND_GEN_3,CC_PRC_835,Finance,870455.97,INR,Accrual posting - month end ref 1930,Posted,0.0125,10880.699625000001,TRUE
PH01,5100020235,PJ120235X,06-05-2020,KR,610200,VND_GEN_5,CC_OPS_179,HR,8664.93,GBP,Atlas Hardware inv#89182 - software license,Posted,1.25,10831.1625,TRUE
IN03,5100029100,JV129100B,11-05-2023,AB,200200,VND_GEN_5,CC_PRC_994,Operations,863517.74,INR,Accrual posting - month end ref 6098,Posted,0.0125,10793.97175,TRUE
IN03,5100012049,PM112049,20-05-2020,AB,200200,VND_GEN_1,CC_IT_717,Finance,862278.4,INR,Accrual posting - month end ref 1939,Pending,0.0125,10778.480000000001,TRUE
US02,5100022590,PJ122590A,11-03-2020,SA,600100,VND_GEN_1,CC_OPS_203,IT,10777.3,USD,BlueWave Consulting inv#94800 - training,Pending,1,10777.3,TRUE
PH01,5100060009,JV160009A,15-03-2023,AB,200100,VND_GEN_1,CC_SAL_227,Finance,9791.85,EUR,Accrual posting - month end ref 4807,Posted,1.1,10771.035000000002,TRUE
IN03,5100056606,PJ156606,27-07-2023,RV,630400,VND_PROC_C,CC_IT_465,Procurement,859925.94,INR,GreenLeaf Pharma inv#80757 - office supplies,Posted,0.0125,10749.07425,TRUE
US02,5100069465,JV169465A,31-12-2023,SA,610200,VND_GEN_5,CC_PRC_352,Operations,10723.91,USD,GreenLeaf Pharma inv#82325 - maintenance,Posted,1,10723.91,TRUE
SG04,5100025225,PJ125225B,29-01-2023,KA,620300,VND_PROC_C,CC_IT_398,Procurement,14484.47,SGD,Apex Solutions inv#23420 - maintenance,Posted,0.74,10718.5078,TRUE
IN03,5100029443,TXN129443B,08-01-2019,AB,200200,VND_GEN_2,CC_IT_345,Finance,856935.7,INR,Accrual posting - month end ref 186,Posted,0.0125,10711.69625,TRUE
SG04,5100059981,TR159981A,22-11-2019,SA,630400,VND_PROC_B,CC_FIN_707,Procurement,14462.14,SGD,MedTech Supplies inv#40220 - training,Posted,0.74,10701.9836,TRUE
PH01,5100032988,TR132988X,29-06-2020,KA,630400,VND_GEN_1,CC_OPS_576,Finance,8501.14,GBP,Vertex Systems inv#80046 - consulting,Posted,1.25,10626.425,TRUE
US02,5100023992,JV123992X,01-12-2023,RV,630400,VND_GEN_2,CC_PRC_112,IT,10611.73,USD,Sigma Labs inv#36904 - office supplies,Posted,1,10611.73,TRUE
IN03,5100022852,PJ122852B,30-03-2019,AB,200100,VND_GEN_2,CC_OPS_215,Finance,848495.58,INR,Accrual posting - month end ref 7953,Posted,0.0125,10606.19475,TRUE
PH01,5100066396,JV166396,11-07-2019,SA,150100,VND_PROC_C,CC_FIN_663,Procurement,9634.91,EUR,NO_DESCRIPTION,Pending,1.1,10598.401,TRUE
PH01,5100014194,TXN114194,06-08-2020,KR,600100,VND_GEN_3,CC_FIN_984,Operations,8455.72,GBP,BlueWave Consulting inv#84519 - software license,Posted,1.25,10569.65,TRUE
IN03,5100012966,TR112966X,09-08-2022,AB,200100,VND_GEN_3,CC_FIN_706,Finance,845498.87,INR,Accrual posting - month end ref 7039,Posted,0.0125,10568.73588,TRUE
IN03,5100006942,TR106942,28-03-2019,AB,200200,VND_GEN_1,CC_SAL_595,Finance,844262.7,INR,Accrual posting - month end ref 9033,Posted,0.0125,10553.28375,TRUE
PH01,5100006050,TXN106050X,18-04-2022,RV,600100,VND_GEN_3,CC_SAL_485,HR,8434.21,GBP,Apex Solutions inv#85300 - maintenance,Posted,1.25,10542.762499999999,TRUE
PH01,5100042199,TXN142199X,25-01-2019,AB,150100,VND_PROC_B,CC_PRC_300,Procurement,9574.48,EUR,CapEx - Vehicle ref 80023,Posted,1.1,10531.928,TRUE
PH01,5100028624,TR128624X,01-10-2021,SA,630400,VND_GEN_4,CC_IT_222,Operations,8359.13,GBP,Nova IT Services inv#42380 - consulting,Posted,1.25,10448.912499999999,TRUE
PH01,5100010088,JV110088X,08-12-2021,AB,200100,VND_GEN_5,CC_FIN_774,Finance,9483.19,EUR,Accrual posting - month end ref 2342,Pending,1.1,10431.509000000002,TRUE
PH01,5100052115,PM152115B,31-03-2019,RV,630400,VND_GEN_5,CC_IT_720,Finance,8322.53,GBP,Atlas Hardware inv#91947 - training,Pending,1.25,10403.1625,TRUE
IN03,5100047998,JV147998A,12-12-2022,AB,150300,VND_PROC_C,CC_PRC_846,Procurement,831689.49,INR,CapEx - Servers ref 37418,Posted,0.0125,10396.118625000001,TRUE
PH01,5100020766,JV120766,21-09-2022,AB,200200,VND_GEN_5,CC_SAL_788,Finance,9443.08,EUR,Accrual posting - month end ref 9893,Pending,1.1,10387.388,TRUE
IN03,5100060149,TR160149A,20-12-2021,AB,200100,VND_GEN_2,CC_OPS_861,Finance,828662.46,INR,Accrual posting - month end ref 4463,Pending,0.0125,10358.28075,TRUE
IN03,5100063829,TXN163829A,29-03-2021,KA,630400,VND_PROC_A,CC_FIN_917,Procurement,827615.34,INR,GreenLeaf Pharma inv#91843 - training,Pending,0.0125,10345.19175,TRUE
PH01,5100030495,PJ130495X,14-03-2023,RV,610200,VND_GEN_3,CC_IT_583,Finance,8267.01,GBP,Prime Care inv#90142 - software license,Posted,1.25,10333.7625,TRUE
IN03,5100060433,PJ160433A,31-05-2023,AB,150200,VND_GEN_2,CC_IT_827,IT,826129.98,INR,CapEx - MRI equipment ref 8849,Posted,0.0125,10326.62475,TRUE
PH01,5100004269,JV104269B,19-08-2022,AB,200100,VND_GEN_1,CC_OPS_696,Finance,8259.96,GBP,Accrual posting - month end ref 7391,Reversed,1.25,10324.949999999999,TRUE
PH01,5100063451,TR163451,20-05-2020,AB,200200,VND_GEN_1,CC_PRC_287,Finance,9380.39,EUR,Accrual posting - month end ref 5334,Posted,1.1,10318.429,TRUE
IN03,5100012417,JV112417,19-06-2020,AB,200100,VND_GEN_3,CC_SAL_977,Finance,814033.53,INR,Accrual posting - month end ref 497,Reversed,0.0125,10175.41913,TRUE
SG04,5100024676,PM124676X,30-05-2023,RV,400200,VND_GEN_4,CC_FIN_650,Finance,13746.67,SGD,Invoice 1748 - City Labs services,Pending,0.74,10172.5358,TRUE
SG04,5100000346,TR100346A,18-12-2020,AB,400100,VND_GEN_1,CC_FIN_857,Finance,13738.47,SGD,Invoice 5656 - Metro Health services,Posted,0.74,10166.467799999999,TRUE
US02,5100017557,TR117557X,20-09-2019,KA,610200,VND_GEN_4,CC_OPS_198,Operations,10163.37,USD,GreenLeaf Pharma inv#88857 - software license,Posted,1,10163.37,TRUE
SG04,5100067941,JV167941A,29-09-2021,AB,200200,VND_GEN_3,CC_OPS_115,Finance,13644.08,SGD,Accrual posting - month end ref 1963,Posted,0.74,10096.6192,TRUE
IN03,5100016431,JV116431,17-01-2022,KR,600100,VND_GEN_4,CC_PRC_507,Operations,807429.73,INR,Apex Solutions inv#23977 - software license,Posted,0.0125,10092.87163,TRUE
IN03,5100018963,PM118963X,22-03-2021,AB,200100,VND_GEN_5,CC_IT_497,Finance,807124.01,INR,Accrual posting - month end ref 725,Posted,0.0125,10089.050125000002,TRUE
PH01,5100019260,PJ119260X,24-06-2022,AB,200100,VND_GEN_3,CC_SAL_831,Finance,9156.73,EUR,Accrual posting - month end ref 7204,Posted,1.1,10072.403,TRUE
PH01,5100068698,TR168698A,09-03-2020,AB,420500,VND_GEN_5,CC_SAL_394,Finance,8057.75,GBP,Invoice 4758 - Hospital Group A services,Posted,1.25,10072.1875,TRUE
PH01,5100066048,TXN166048A,28-04-2021,SA,200100,VND_GEN_3,CC_FIN_758,Finance,9153.31,EUR,Accrual posting - month end ref 936,Posted,1.1,10068.641,TRUE
US02,5100010571,TXN110571A,28-09-2022,SA,630400,VND_GEN_3,CC_IT_493,IT,10062.14,USD,Prime Care inv#83821 - software license,Posted,1,10062.14,TRUE
PH01,5100045574,PM145574A,27-01-2023,KR,630400,VND_GEN_3,CC_PRC_497,HR,8019.21,GBP,Prime Care inv#93976 - office supplies,Posted,1.25,10024.0125,TRUE
IN03,5100068450,PJ168450A,01-06-2023,AB,420500,VND_GEN_4,CC_OPS_842,Finance,793793.39,INR,Invoice 6083 - City Labs services,Posted,0.0125,9922.417375,TRUE
PH01,5100058636,PJ158636A,18-07-2023,SA,630400,VND_GEN_5,CC_IT_901,HR,7927.75,GBP,Prime Care inv#69834 - training,Posted,1.25,9909.6875,TRUE
PH01,5100036290,JV136290,29-09-2019,RV,610200,VND_GEN_3,CC_OPS_807,Operations,7912.63,GBP,Vertex Systems inv#86357 - office supplies,Posted,1.25,9890.7875,TRUE
IN03,5100065565,PJ165565,26-08-2022,RV,420500,VND_GEN_2,CC_PRC_772,Finance,786953.06,INR,Invoice 7549 - Hospital Group A services,Posted,0.0125,9836.913250000001,TRUE
IN03,5100045400,JV145400B,04-06-2021,KA,630400,VND_PROC_B,CC_FIN_713,Procurement,786854.98,INR,BlueWave Consulting inv#31233 - office supplies,Posted,0.0125,9835.68725,TRUE
SG04,5100066925,TR166925B,31-08-2023,SA,200100,VND_GEN_3,CC_PRC_725,Finance,13283.21,SGD,Accrual posting - month end ref 7803,Posted,0.74,9829.5754,TRUE
PH01,5100024248,PM124248B,28-07-2021,KR,610200,VND_GEN_2,CC_IT_203,HR,8921.55,EUR,Orion Logistics inv#84617 - maintenance,Posted,1.1,9813.705,TRUE
PH01,5100007390,TXN107390B,10-03-2023,AB,200100,VND_GEN_4,CC_FIN_104,Finance,8909.51,EUR,Accrual posting - month end ref 9035,Posted,1.1,9800.461000000001,TRUE
US02,5100003221,PJ103221A,29-11-2019,SA,630400,VND_GEN_1,CC_IT_891,IT,9790.39,USD,Orion Logistics inv#92016 - software license,Posted,1,9790.39,TRUE
IN03,5100002313,JV102313X,15-10-2020,SA,200200,VND_GEN_2,CC_FIN_655,Finance,780245.15,INR,NO_DESCRIPTION,Posted,0.0125,9753.064375,TRUE
PH01,5100017729,PM117729,25-09-2020,AB,600100,VND_GEN_2,CC_SAL_464,HR,7759,GBP,Sigma Labs inv#53373 - software license,Posted,1.25,9698.75,TRUE
IN03,5100005910,PM105910B,21-06-2021,SA,630400,VND_GEN_1,CC_PRC_788,Operations,772887.92,INR,Prime Care inv#53570 - maintenance,Posted,0.0125,9661.099,TRUE
IN03,5100045750,PM145750B,07-02-2019,AB,200100,VND_GEN_4,CC_SAL_486,Finance,772411.74,INR, Accrual posting - month end ref 5483,Posted,0.0125,9655.14675,TRUE
IN03,5100064974,TXN164974,30-04-2021,AB,400200,VND_GEN_2,CC_OPS_917,Finance,771475.68,INR,Invoice 4907 - Metro Health services,Posted,0.0125,9643.446000000002,TRUE
PH01,5100066881,PM166881B,10-10-2022,SA,200100,VND_GEN_4,CC_FIN_567,Finance,8744.65,EUR,Accrual posting - month end ref 6480,Pending,1.1,9619.115,TRUE
PH01,5100064244,PJ164244X,16-04-2019,SA,200100,VND_GEN_2,CC_PRC_326,Finance,8731.09,EUR,Accrual posting - month end ref 2950,Posted,1.1,9604.199,TRUE
IN03,5100002809,PM102809,23-06-2022,SA,200200,VND_GEN_4,CC_OPS_392,Finance,768088.74,INR,Accrual posting - month end ref 5732,Posted,0.0125,9601.10925,TRUE
SG04,5100061265,TR161265A,31-10-2022,AB,200200,VND_GEN_3,CC_FIN_735,Finance,12973.76,SGD,Accrual posting - month end ref 7292,Posted,0.74,9600.5824,TRUE
PH01,5100057264,PM157264B,29-08-2019,AB,150300,VND_GEN_4,CC_SAL_215,IT,8724.13,EUR,CapEx - MRI equipment ref 30013,Posted,1.1,9596.543,TRUE
SG04,5100069760,JV169760,25-03-2020,SA,400200,VND_GEN_5,CC_FIN_553,Operations,12948.75,SGD,Invoice 6358 - ClinicPlus services,Posted,0.74,9582.075,TRUE
PH01,5100005653,PJ105653X,02-12-2022,AB,200200,VND_GEN_5,CC_FIN_487,Finance,8706.79,EUR,Accrual posting - month end ref 1555,Posted,1.1,9577.469000000001,TRUE
PH01,5100023584,PM123584,27-05-2019,AB,200200,INTERNAL,CC_SAL_653,Finance,8706.77,EUR,Accrual posting - month end ref 1985,Posted,1.1,9577.447000000002,TRUE
PH01,5100069696,JV169696X,30-07-2021,KA,630400,VND_GEN_2,CC_PRC_638,Finance,7660.25,GBP,NO_DESCRIPTION,Pending,1.25,9575.3125,TRUE
IN03,5100063132,PJ163132A,30-08-2019,AB,200100,VND_GEN_2,CC_SAL_748,Finance,762994,INR,Accrual posting - month end ref 7364,Posted,0.0125,9537.425000000001,TRUE
PH01,5100069364,PM169364B,29-04-2019,SA,610200,VND_GEN_3,CC_IT_363,HR,7616.73,GBP,GreenLeaf Pharma inv#78668 - training,Posted,1.25,9520.912499999999,TRUE
PH01,5100069303,TR169303B,20-06-2019,SA,200100,VND_GEN_4,CC_FIN_952,Finance,8649.62,EUR,Accrual posting - month end ref 5622,Posted,1.1,9514.582000000002,TRUE
IN03,5100069225,TR169225B,19-03-2019,RV,400100,VND_GEN_5,CC_OPS_209,Finance,759671.36,INR,Invoice 8687 - City Labs services,Posted,0.0125,9495.892,TRUE
IN03,5100060674,PM160674A,24-09-2021,AB,200200,VND_GEN_5,CC_SAL_880,Finance,759602.8,INR,Accrual posting - month end ref 9587,Posted,0.0125,9495.035000000002,TRUE
IN03,5100001629,TXN101629A,23-08-2019,SA,200100,VND_GEN_4,CC_IT_360,Finance,758561.34,INR,Accrual posting - month end ref 1787,Posted,0.0125,9482.01675,TRUE
PH01,5100028192,JV128192A,16-04-2020,AB,200100,VND_GEN_1,CC_PRC_712,Finance,8599.87,EUR,Accrual posting - month end ref 9395,Posted,1.1,9459.857000000002,TRUE
SG04,5100022714,PJ122714B,26-12-2019,KR,610200,VND_GEN_3,CC_SAL_729,IT,12777.85,SGD,Atlas Hardware inv#84533 - software license,Posted,0.74,9455.609,TRUE
IN03,5100056171,PM156171B,22-10-2021,AB,200100,VND_GEN_5,CC_IT_438,Operations,756447.19,INR,Accrual posting - month end ref 5154,Reversed,0.0125,9455.589875,TRUE
PH01,5100046014,TR146014A,25-04-2022,AB,200200,VND_GEN_5,CC_OPS_583,Finance,8580.12,EUR,Accrual posting - month end ref 8826,Posted,1.1,9438.132000000001,TRUE
PH01,5100044674,PJ144674,02-06-2021,SA,600100,VND_GEN_3,CC_FIN_575,HR,7532.26,GBP,Vertex Systems inv#42288 - training,Posted,1.25,9415.325,TRUE
IN03,5100004466,TR104466X,29-08-2021,AB,200200,VND_GEN_5,CC_PRC_524,Operations,753029.32,INR,Accrual posting - month end ref 425,Posted,0.0125,9412.8665,TRUE
IN03,5100014012,TXN114012,31-05-2019,AB,150300,VND_GEN_4,CC_PRC_721,Operations,752387.64,INR,CapEx - Servers ref 39873,Posted,0.0125,9404.845500000001,TRUE
PH01,5100060849,PM160849,03-06-2022,SA,200100,VND_GEN_2,CC_PRC_253,Finance,8536.74,EUR,Accrual posting - month end ref 5489,Posted,1.1,9390.414,TRUE
IN03,5100068549,TR168549A,23-07-2021,SA,200100,VND_GEN_5,CC_SAL_850,Finance,748180.61,INR,Accrual posting - month end ref 5905,Reversed,0.0125,9352.257625,TRUE
PH01,5100061029,TR161029B,30-09-2020,KA,610200,VND_GEN_4,CC_PRC_707,HR,7473.98,GBP,Vertex Systems inv#38725 - office supplies,Pending,1.25,9342.474999999999,TRUE
IN03,5100068983,JV168983X,07-08-2019,AB,200100,VND_GEN_5,CC_SAL_615,Finance,745372.15,INR,Accrual posting - month end ref 730,Pending,0.0125,9317.151875000001,TRUE
PH01,5100045686,TR145686B,26-09-2019,SA,630400,VND_GEN_3,CC_PRC_874,HR,7427.68,GBP,Vertex Systems inv#23352 - maintenance,Posted,1.25,9284.6,TRUE
US02,5100064954,TR164954A,14-01-2021,KR,630400,VND_GEN_4,CC_IT_777,HR,9267.72,USD,Orion Logistics inv#29353 - office supplies,Posted,1,9267.72,TRUE
PH01,5100061955,TR161955,28-08-2019,AB,150200,VND_GEN_1,CC_IT_515,IT,8400.19,EUR,CapEx - Lab gear ref 88719,Posted,1.1,9240.209,TRUE
IN03,5100025561,TXN125561B,09-12-2019,AB,200100,VND_GEN_5,CC_FIN_595,Finance,736813.3,INR,Accrual posting - month end ref 5744,Posted,0.0125,9210.16625,TRUE
IN03,5100057932,TR157932A,28-12-2020,AB,200100,VND_GEN_5,CC_FIN_816,Finance,735332.14,INR,Accrual posting - month end ref 4715,Posted,0.0125,9191.65175,TRUE
SG04,5100009247,TR109247B,26-07-2021,KR,610200,VND_GEN_3,CC_SAL_343,IT,12418.71,SGD,MedTech Supplies inv#37929 - software license,Posted,0.74,9189.845399999998,TRUE
PH01,5100069950,TR169950X,28-11-2022,AB,400200,VND_GEN_3,CC_OPS_137,Finance,8304.21,EUR,Invoice 7008 - Metro Health services,Pending,1.1,9134.631,TRUE
IN03,5100064463,TXN164463B,25-11-2022,RV,410000,VND_GEN_1,CC_IT_820,Finance,728066.69,INR,Invoice 4148 - Metro Health services,Posted,0.0125,9100.833625,TRUE
SG04,5100043767,JV143767X,08-03-2019,KA,600100,INTERNAL,CC_OPS_387,IT,12295.98,SGD,Prime Care inv#88613 - office supplies,Posted,0.74,9099.0252,TRUE
US02,5100050607,PJ150607B,18-02-2021,SA,630400,INTERNAL,CC_PRC_302,Operations,9093.28,USD,Nova IT Services inv#77371 - software license,Pending,1,9093.28,TRUE
IN03,5100036593,PJ136593A,26-12-2022,AB,200100,VND_GEN_1,CC_FIN_271,Finance,727265.8,INR,Accrual posting - month end ref 3848,Pending,0.0125,9090.8225,TRUE
PH01,5100022583,TR122583A,18-01-2021,KA,610200,VND_GEN_1,CC_PRC_500,HR,7259.79,GBP,Orion Logistics inv#34451 - consulting,Posted,1.25,9074.7375,TRUE
PH01,5100029458,TXN129458B,21-12-2021,AB,200100,VND_GEN_5,CC_PRC_360,Finance,8206.53,EUR,Accrual posting - month end ref 9709,Reversed,1.1,9027.183,TRUE
SG04,5100054600,PJ154600A,30-05-2019,KR,600100,VND_GEN_5,CC_FIN_762,Finance,12195.2,SGD,GreenLeaf Pharma inv#87921 - consulting,Posted,0.74,9024.448,TRUE
SG04,5100067729,TR167729,15-04-2022,SA,630400,VND_GEN_3,CC_FIN_967,Operations,12155.93,SGD,Nova IT Services inv#28750 - office supplies,Pending,0.74,8995.3882,TRUE
PH01,5100062401,TR162401A,30-07-2020,SA,200100,VND_GEN_2,CC_IT_418,Finance,8167.8,EUR,Accrual posting - month end ref 6183,Posted,1.1,8984.580000000002,TRUE
PH01,5100009042,PJ109042B,03-02-2020,RV,630400,VND_GEN_1,CC_IT_488,HR,7187.33,GBP,Sigma Labs inv#62583 - maintenance,Posted,1.25,8984.1625,TRUE
PH01,5100001198,PJ101198B,07-01-2019,AB,200100,VND_GEN_5,CC_SAL_106,Finance,8167.35,EUR,Accrual posting - month end ref 6497,Reversed,1.1,8984.085000000001,TRUE
PH01,5100004811,PM104811B,02-05-2022,AB,200200,VND_GEN_2,CC_IT_931,Finance,8152.89,EUR,Accrual posting - month end ref 2400,Posted,1.1,8968.179000000002,TRUE
PH01,5100066728,PJ166728X,18-08-2020,SA,200100,VND_GEN_4,CC_IT_843,Finance,8140.9,EUR,Accrual posting - month end ref 1263,Pending,1.1,8954.99,TRUE
IN03,5100068793,PJ168793B,01-02-2022,AB,410000,VND_GEN_5,CC_PRC_672,Finance,715561.64,INR,Invoice 6735 - HealthLine Partners services,Posted,0.0125,8944.5205,TRUE
SG04,5100068744,JV168744A,29-01-2019,AB,200200,VND_GEN_2,CC_IT_567,Finance,12077.72,SGD,Accrual posting - month end ref 4032,Pending,0.74,8937.512799999999,TRUE
SG04,5100007045,JV107045X,30-11-2022,AB,200100,VND_GEN_3,CC_SAL_744,Finance,12017.56,SGD,Accrual posting - month end ref 2559,Pending,0.74,8892.9944,TRUE
IN03,5100025877,PM125877X,28-12-2020,AB,200200,VND_GEN_3,CC_IT_539,Finance,710673.78,INR, Accrual posting - month end ref 702,Posted,0.0125,8883.422250000001,TRUE
PH01,5100022227,PM122227,02-12-2022,AB,200200,VND_GEN_5,CC_SAL_946,Finance,8042.54,EUR,Accrual posting - month end ref 3540,Posted,1.1,8846.794,TRUE
PH01,5100027689,PM127689,27-02-2020,AB,200100,VND_GEN_4,CC_SAL_623,Finance,8015.77,EUR,Accrual posting - month end ref 668,Posted,1.1,8817.347000000002,TRUE
SG04,5100036254,TXN136254X,01-02-2023,RV,200100,VND_GEN_5,CC_PRC_672,Finance,11906.08,SGD,Accrual posting - month end ref 9712,Posted,0.74,8810.4992,TRUE
IN03,5100063660,PJ163660B,05-04-2019,AB,150300,VND_GEN_3,CC_SAL_637,IT,704102.71,INR,CapEx - Lab gear ref 50838,Posted,0.0125,8801.283875,TRUE
PH01,5100064650,PM164650B,28-06-2021,AB,400200,VND_GEN_1,CC_IT_845,Finance,7978.85,EUR,Invoice 1396 - Metro Health services,Posted,1.1,8776.735,TRUE
PH01,5100019030,JV119030B,27-11-2023,RV,630400,VND_GEN_4,CC_PRC_218,HR,7003.43,GBP,Prime Care inv#77456 - software license,Posted,1.25,8754.2875,TRUE
SG04,5100065723,TXN165723X,25-10-2023,SA,400100,VND_GEN_2,CC_OPS_838,Operations,11775.1,SGD,Invoice 2178 - Hospital Group A services,Posted,0.74,8713.574,TRUE
IN03,5100045263,PM145263,08-10-2021,AB,200200,VND_GEN_4,CC_OPS_767,Finance,695821.44,INR,Accrual posting - month end ref 5866,Posted,0.0125,8697.768,TRUE
IN03,5100056425,TXN156425A,13-05-2022,AB,200100,VND_GEN_4,CC_SAL_668,Finance,689643.65,INR,Accrual posting - month end ref 8853,Posted,0.0125,8620.545625,TRUE
PH01,5100061755,PM161755A,28-03-2021,SA,200100,VND_GEN_1,CC_FIN_878,Finance,7825.29,EUR,Accrual posting - month end ref 8802,Posted,1.1,8607.819000000001,TRUE
PH01,5100061727,TR161727B,24-05-2021,SA,200100,VND_GEN_5,CC_FIN_122,Finance,7769.78,EUR,Accrual posting - month end ref 2383,Posted,1.1,8546.758,TRUE
IN03,5100025689,PJ125689,09-07-2020,AB,200200,VND_GEN_5,CC_SAL_940,Finance,683594.61,INR,Accrual posting - month end ref 365,Posted,0.0125,8544.932625,TRUE
PH01,5100047410,PM147410,03-06-2022,SA,620300,VND_GEN_2,CC_FIN_744,Finance,6829.52,GBP,Prime Care inv#96950 - maintenance,Posted,1.25,8536.900000000001,TRUE
SG04,5100065374,JV165374,15-11-2019,AB,400100,VND_GEN_1,CC_PRC_503,Operations,11489.91,SGD,Invoice 7532 - City Labs services,Posted,0.74,8502.5334,TRUE
PH01,5100018730,TXN118730X,12-12-2023,AB,200100,VND_GEN_3,CC_OPS_224,Finance,7726.84,EUR,NO_DESCRIPTION,Posted,1.1,8499.524000000001,TRUE
IN03,5100059492,TXN159492X,18-02-2022,AB,200100,VND_GEN_4,CC_PRC_514,Finance,679372.24,INR,Accrual posting - month end ref 4717,Posted,0.0125,8492.153,TRUE
IN03,5100018162,PJ118162B,27-10-2022,AB,200100,VND_GEN_3,CC_PRC_715,Finance,676910,INR,Accrual posting - month end ref 327,Posted,0.0125,8461.375,TRUE
PH01,5100037745,TXN137745X,27-08-2022,AB,200200,VND_GEN_2,CC_FIN_612,Finance,7690.02,EUR,Accrual posting - month end ref 7704,Posted,1.1,8459.022,TRUE
IN03,5100023490,JV123490X,11-05-2021,AB,200200,VND_GEN_1,CC_PRC_394,Finance,676454.15,INR,Accrual posting - month end ref 4218,Posted,0.0125,8455.676875000001,TRUE
PH01,5100065784,TR165784X,18-02-2021,SA,200200,VND_GEN_4,CC_PRC_753,Finance,7668.28,EUR,Accrual posting - month end ref 8606,Pending,1.1,8435.108,TRUE
PH01,5100000297,TXN100297,10-03-2021,SA,200100,VND_GEN_4,CC_FIN_694,Finance,7652.62,EUR,Accrual posting - month end ref 2398,Pending,1.1,8417.882000000001,TRUE
PH01,5100064994,PM164994X,29-11-2019,AB,200200,VND_GEN_1,CC_IT_285,Finance,7638.28,EUR,Accrual posting - month end ref 4837,Posted,1.1,8402.108,TRUE
IN03,5100068369,PM168369X,30-09-2021,SA,200100,VND_GEN_2,CC_PRC_751,Finance,671185.74,INR,Accrual posting - month end ref 1009,Posted,0.0125,8389.821750000001,TRUE
IN03,5100036170,PJ136170A,30-11-2022,AB,200200,INTERNAL,CC_SAL_472,Finance,667380.39,INR,Accrual posting - month end ref 8487,Posted,0.0125,8342.254875,TRUE
US02,5100000406,PM100406X,28-06-2023,KR,620300,VND_GEN_5,CC_SAL_448,HR,8339.83,USD,Apex Solutions inv#88962 - training,Posted,1,8339.83,TRUE
PH01,5100054498,PJ154498A,28-07-2023,AB,200100,VND_GEN_5,CC_FIN_842,Finance,7571.34,EUR,Accrual posting - month end ref 1753,Posted,1.1,8328.474,TRUE
IN03,5100065551,TXN165551B,27-10-2022,RV,630400,VND_PROC_B,CC_PRC_421,Procurement,662899.8,INR,Apex Solutions inv#99101 - office supplies,Posted,0.0125,8286.247500000001,TRUE
SG04,5100006534,TR106534X,14-03-2022,AB,200200,VND_GEN_2,CC_SAL_884,Finance,11176.11,SGD,Accrual posting - month end ref 9883,Posted,0.74,8270.3214,TRUE
IN03,5100067290,PM167290X,13-03-2019,SA,200100,VND_GEN_5,CC_IT_894,Finance,657139.95,INR,Accrual posting - month end ref 4271,Posted,0.0125,8214.249375,TRUE
SG04,5100064934,PJ164934A,01-04-2021,AB,200100,VND_GEN_1,CC_FIN_585,Finance,11092.02,SGD,Accrual posting - month end ref 5139,Posted,0.74,8208.0948,TRUE
PH01,5100008308,JV108308,26-04-2023,AB,200100,VND_GEN_1,CC_PRC_941,Operations,7451.84,EUR,Accrual posting - month end ref 8408,Pending,1.1,8197.024000000001,TRUE
IN03,5100067620,PJ167620,08-11-2019,AB,420500,VND_GEN_5,CC_PRC_159,Finance,654854.11,INR,Invoice 3683 - Wellness Co services,Posted,0.0125,8185.676375,TRUE
